date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:13:12	112294/112294	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Nov%202023%2014:13:12%20GMT	https://medperto.com.br/sobre-nos/	C:/Users/User/Desktop/tentativa%203/medperto.com.br/sobre-nos/index.html	(from https://medperto.com.br/)
11:13:13	12198/12198	---M--	200	added ('OK')	application/javascript	etag:%222fa6-60ab1d1ca0190%22	https://medperto.com.br/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/Users/User/Desktop/tentativa%203/medperto.com.br/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://medperto.com.br/)
11:13:13	21438/21438	---M--	200	added ('OK')	application/javascript	etag:%2253be-5f3ba2adac400%22	https://medperto.com.br/wp-includes/js/jquery/ui/core.min.js?ver=1.13.2	C:/Users/User/Desktop/tentativa%203/medperto.com.br/wp-includes/js/jquery/ui/core.min3f14.js	(from https://medperto.com.br/)
11:13:13	40436/40436	---M--	200	added ('OK')	application/javascript	etag:%229df4-60ab1d1c1ee51%22	https://medperto.com.br/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.17.3	C:/Users/User/Desktop/tentativa%203/medperto.com.br/wp-content/plugins/elementor/assets/js/frontend.min8864.js	(from https://medperto.com.br/)
11:13:13	18833/18833	---M--	200	added ('OK')	application/javascript	etag:%224991-5e9aa27ccd240%22	https://medperto.com.br/wp-includes/js/underscore.min.js?ver=1.13.4	C:/Users/User/Desktop/tentativa%203/medperto.com.br/wp-includes/js/underscore.mind584.js	(from https://medperto.com.br/)
11:13:13	1426/1426	---M--	200	added ('OK')	application/javascript	etag:%22592-5e913c0b08e80%22	https://medperto.com.br/wp-includes/js/wp-util.min.js?ver=6.4.1	C:/Users/User/Desktop/tentativa%203/medperto.com.br/wp-includes/js/wp-util.minaec2.js	(from https://medperto.com.br/)
11:13:13	121410/121410	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Nov%202023%2014:13:13%20GMT	https://medperto.com.br/product-2/	C:/Users/User/Desktop/tentativa%203/medperto.com.br/product-2/index.html	(from https://medperto.com.br/)
11:13:14	771/771	---M--	200	added ('OK')	application/javascript	etag:%22303-60ab4ae6be788%22	https://medperto.com.br/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.min.js?ver=1.8.4.1	C:/Users/User/Desktop/tentativa%203/medperto.com.br/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.minda65.js	(from https://medperto.com.br/)
11:13:14	115545/115545	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Nov%202023%2014:13:14%20GMT	https://medperto.com.br/contact/	C:/Users/User/Desktop/tentativa%203/medperto.com.br/contact/index.html	(from https://medperto.com.br/)
11:13:14	214608/214608	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2234650-60ab1d1c5dd8e%22	https://medperto.com.br/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.23.0	C:/Users/User/Desktop/tentativa%203/medperto.com.br/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons9506.eot	(from https://medperto.com.br/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.23.0)
11:13:14	94720/94720	---M--	200	added ('OK')	text/html	etag:%2217200-60ab1d1c61050%22	https://medperto.com.br/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?5.23.0	C:/Users/User/Desktop/tentativa%203/medperto.com.br/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons9506.html	(from https://medperto.com.br/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.23.0)
11:13:14	116044/116044	---M--	200	added ('OK')	application/font-woff	etag:%221c54c-60ab1d1c60498%22	https://medperto.com.br/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?5.23.0	C:/Users/User/Desktop/tentativa%203/medperto.com.br/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons9506.woff	(from https://medperto.com.br/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.23.0)
11:13:15	214448/214448	---M--	200	added ('OK')	application/font-sfnt	etag:%22345b0-60ab1d1c5fcca%22	https://medperto.com.br/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?5.23.0	C:/Users/User/Desktop/tentativa%203/medperto.com.br/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons9506.ttf	(from https://medperto.com.br/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.23.0)
11:13:15	322806/322806	---M--	200	added ('OK')	image/svg+xml	etag:%224ecf6-60ab1d1c5ed2b%22	https://medperto.com.br/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?5.23.0	C:/Users/User/Desktop/tentativa%203/medperto.com.br/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons9506.svg	(from https://medperto.com.br/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.23.0)
11:13:16	134346/134346	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2220cca-60ab1d1c7aa3b%22	https://medperto.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	C:/Users/User/Desktop/tentativa%203/medperto.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	(from https://medperto.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.17.3)
11:13:16	134346/134346	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2220cca-60ab1d1c7aa3b%22	https://medperto.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot?	C:/Users/User/Desktop/tentativa%203/medperto.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400d41d.eot	(from https://medperto.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.17.3)
11:13:16	76764/76764	---M--	200	added ('OK')	text/html	etag:%2212bdc-60ab1d1c7e8b2%22	https://medperto.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	C:/Users/User/Desktop/tentativa%203/medperto.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.html	(from https://medperto.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.17.3)
11:13:16	90060/90060	---M--	200	added ('OK')	application/font-woff	etag:%2215fcc-60ab1d1c7e0e2%22	https://medperto.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	C:/Users/User/Desktop/tentativa%203/medperto.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	(from https://medperto.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.17.3)
11:13:16	134040/134040	---M--	200	added ('OK')	application/font-sfnt	etag:%2220b98-60ab1d1c7dcfa%22	https://medperto.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	C:/Users/User/Desktop/tentativa%203/medperto.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	(from https://medperto.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.17.3)
11:13:17	747545/747545	---M--	200	added ('OK')	image/svg+xml	etag:%22b6819-60ab1d1c7c976%22	https://medperto.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	C:/Users/User/Desktop/tentativa%203/medperto.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	(from https://medperto.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.17.3)
11:13:17	34034/34034	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2284f2-60ab1d1c7f080%22	https://medperto.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	C:/Users/User/Desktop/tentativa%203/medperto.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	(from https://medperto.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.17.3)
11:13:17	34034/34034	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2284f2-60ab1d1c7f080%22	https://medperto.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot?	C:/Users/User/Desktop/tentativa%203/medperto.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400d41d.eot	(from https://medperto.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.17.3)
11:13:17	13276/13276	---M--	200	added ('OK')	text/html	etag:%2233dc-60ab1d1c80bd5%22	https://medperto.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2	C:/Users/User/Desktop/tentativa%203/medperto.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.html	(from https://medperto.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.17.3)
11:13:17	16276/16276	---M--	200	added ('OK')	application/font-woff	etag:%223f94-60ab1d1c807ef%22	https://medperto.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff	C:/Users/User/Desktop/tentativa%203/medperto.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff	(from https://medperto.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.17.3)
11:13:18	33736/33736	---M--	200	added ('OK')	application/font-sfnt	etag:%2283c8-60ab1d1c8001e%22	https://medperto.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf	C:/Users/User/Desktop/tentativa%203/medperto.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf	(from https://medperto.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.17.3)
11:13:18	144714/144714	---M--	200	added ('OK')	image/svg+xml	etag:%222354a-60ab1d1c7f84f%22	https://medperto.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg	C:/Users/User/Desktop/tentativa%203/medperto.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg	(from https://medperto.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.17.3)
11:13:18	203030/203030	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2231916-60ab1d1c82b0f%22	https://medperto.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	C:/Users/User/Desktop/tentativa%203/medperto.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	(from https://medperto.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.17.3)
11:13:18	203030/203030	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2231916-60ab1d1c82b0f%22	https://medperto.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot?	C:/Users/User/Desktop/tentativa%203/medperto.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900d41d.eot	(from https://medperto.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.17.3)
11:13:18	78196/78196	---M--	200	added ('OK')	text/html	etag:%2213174-60ab1d1c86d6e%22	https://medperto.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	C:/Users/User/Desktop/tentativa%203/medperto.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.html	(from https://medperto.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.17.3)
11:13:19	101652/101652	---M--	200	added ('OK')	application/font-woff	etag:%2218d14-60ab1d1c865a0%22	https://medperto.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	C:/Users/User/Desktop/tentativa%203/medperto.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	(from https://medperto.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.17.3)
11:13:19	202744/202744	---M--	200	added ('OK')	application/font-sfnt	etag:%22317f8-60ab1d1c85dd1%22	https://medperto.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	C:/Users/User/Desktop/tentativa%203/medperto.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	(from https://medperto.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.17.3)
11:13:33	2073/2073	---MCZ	200	added ('OK')	application/json	date:Wed,%2022%20Nov%202023%2014:13:24%20GMT	https://medperto.com.br/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmedperto.com.br%2Fsobre-nos%2F	C:/Users/User/Desktop/tentativa%203/medperto.com.br/wp-json/oembed/1.0/embed4747.json	(from https://medperto.com.br/sobre-nos/)
11:13:44	2233/2233	---MCZ	200	added ('OK')	text/xml	date:Wed,%2022%20Nov%202023%2014:13:35%20GMT	https://medperto.com.br/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmedperto.com.br%2Fsobre-nos%2F&format=xml	C:/Users/User/Desktop/tentativa%203/medperto.com.br/wp-json/oembed/1.0/embedbcb1	(from https://medperto.com.br/sobre-nos/)
11:13:52	918991/918991	---M--	200	added ('OK')	image/svg+xml	etag:%22e05cf-60ab1d1c84e32%22	https://medperto.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	C:/Users/User/Desktop/tentativa%203/medperto.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	(from https://medperto.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.17.3)
11:13:53	23641/23641	---MCZ	200	added ('OK')	application/json	date:Wed,%2022%20Nov%202023%2014:13:47%20GMT	https://medperto.com.br/wp-json/wp/v2/pages/531	C:/Users/User/Desktop/tentativa%203/medperto.com.br/wp-json/wp/v2/pages/531.json	(from https://medperto.com.br/product-2/)
11:13:57	2055/2055	---MCZ	200	added ('OK')	application/json	date:Wed,%2022%20Nov%202023%2014:13:53%20GMT	https://medperto.com.br/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmedperto.com.br%2Fproduct-2%2F	C:/Users/User/Desktop/tentativa%203/medperto.com.br/wp-json/oembed/1.0/embedc3b9.json	(from https://medperto.com.br/product-2/)
